,YEAR,X,Y,OILPRODM3,GAS_THERMS,OILDISCOVERED_BINARY,GASDISCOVERED_BINARY,OIL_LOG_STAN,GAS_LOG_STAN
50,1980,746293.2834339209,6801981.998061663,6156347.0,0.0,1,0,1.1908575680468654,-1.0920363488483738
51,1980,752959.1148419962,6816121.726852602,492353.34922,0.0,1,0,0.5402803820917107,-1.0920363488483738
52,1980,754353.914271154,6780771.257284914,8128701.0,0.0,1,0,1.2624347272934406,-1.0920363488483738
53,1980,755387.3216785236,6612914.078590033,6418021.0,0.0,1,0,1.2015783283070007,-1.0920363488483738
54,1980,763158.3083038264,6375987.784657782,1423617.0,0.0,1,0,0.8137342920126471,-1.0920363488483738
55,1980,812366.0610822935,6262000.474071504,747874.0,0.0,1,0,0.6479451103670991,-1.0920363488483738
56,1980,858086.349600429,6241411.979173965,924383.0,0.0,1,0,0.7025174444723411,-1.0920363488483738
57,1981,660156.6854188476,6482066.766774968,5192916.0,40700089.379141964,1,1,1.1470259101877762,0.9731447332374166
58,1981,679109.9750438926,6421810.616698516,1094992.0,0.0,1,0,0.7461398487572116,-1.0920363488483738
59,1981,679751.9924829443,6473908.981816163,812868.0,421071.0142400025,1,1,0.669407662621895,0.434367332302009
60,1981,689906.6682097934,6485040.457760209,11645276.0,335922882.76641244,1,1,1.3550231656432965,1.2219143722908352
61,1981,713193.654872231,6763953.255661561,1445634.0,0.0,1,0,0.8176869238546387,-1.0920363488483738
62,1981,719424.558848002,6781128.732215336,864505.0,0.0,1,0,0.6852696144523727,-1.0920363488483738
63,1981,733632.2008235024,6405341.135474083,27133328.0,188416084.5490666,1,1,1.5728734499575172,1.1537620489250435
64,1981,741702.3740382771,6754281.781758557,16918465.0,51854455.59287848,1,1,1.4512187118121376,1.0016926206778354
65,1981,744613.6115421415,6811769.607051467,6644644.0,0.0,1,0,1.2105155853553555,-1.0920363488483738
66,1981,746293.2834339209,6801981.998061663,5511651.0,0.0,1,0,1.1623677522764255,-1.0920363488483738
67,1981,752959.1148419962,6816121.726852602,3722691.2596,0.0,1,0,1.0613013856031812,-1.0920363488483738
68,1981,754353.914271154,6780771.257284914,13374448.0,0.0,1,0,1.3906795329600032,-1.0920363488483738
69,1981,755387.3216785236,6612914.078590033,5577591.0,0.0,1,0,1.1654307076183406,-1.0920363488483738
70,1981,763158.3083038264,6375987.784657782,1338933.0,0.0,1,0,0.7979394410161484,-1.0920363488483738
71,1981,812366.0610822935,6262000.474071504,744105.0,0.0,1,0,0.6466438856282509,-1.0920363488483738
72,1981,858086.349600429,6241411.979173965,573015.0,0.0,1,0,0.5793542995581034,-1.0920363488483738
73,1982,660156.6854188476,6482066.766774968,5499016.0,42017227.04766382,1,1,1.1617766668217329,0.9768986299032433
74,1982,679109.9750438926,6421810.616698516,1641409.0,0.0,1,0,0.850397339175748,-1.0920363488483738
75,1982,679751.9924829443,6473908.981816163,751349.0,0.0,1,0,0.6491390361030537,-1.0920363488483738
76,1982,689906.6682097934,6485040.457760209,11682797.0,393200014.0276914,1,1,1.3558516502028908,1.2404704914958542
77,1982,713193.654872231,6763953.255661561,1939685.0,0.0,1,0,0.8934002874441699,-1.0920363488483738
78,1982,719424.558848002,6781128.732215336,1022658.0,1392861.6111372288,1,1,0.7285385213736163,0.5753694103778824
79,1982,722019.9728413454,6793617.069785529,1618796.0,5711803.449295582,1,1,0.8468245407484521,0.7416959027077105
80,1982,733632.2008235024,6405341.135474083,26393315.0,189153054.43502524,1,1,1.565751719366441,1.1542221621139224
81,1982,741702.3740382771,6754281.781758557,17808239.0,307794497.63804007,1,1,1.4644194959124153,1.2116072580913144
82,1982,744613.6115421415,6811769.607051467,7183617.0,8190424.015407714,1,1,1.2306022572201925,0.784177690235426
83,1982,746293.2834339209,6801981.998061663,4681431.0,0.0,1,0,1.1203203400963202,-1.0920363488483738
84,1982,752959.1148419962,6816121.726852602,5328605.3124,55101407.55646999,1,1,1.1536691455781523,1.0088510148301604
85,1982,754353.914271154,6780771.257284914,18762624.0,1898532331.9330916,1,1,1.4778649519078249,1.4260493547783224
86,1982,755387.3216785236,6612914.078590033,5321468.0,0.0,1,0,1.1533239456989375,-1.0920363488483738
87,1982,763158.3083038264,6375987.784657782,1032474.0,0.0,1,0,0.7309988110870744,-1.0920363488483738
88,1982,812366.0610822935,6262000.474071504,731130.0,0.0,1,0,0.6421133942137077,-1.0920363488483738
89,1982,817134.2335882245,6272811.835173505,3190152.0,0.0,1,0,1.021541541541176,-1.0920363488483738
90,1982,858086.349600429,6241411.979173965,1164311.0,0.0,1,0,0.7619487723117838,-1.0920363488483738
91,1983,660156.6854188476,6482066.766774968,5427613.0,43345455.59666975,1,1,1.158410583151628,0.9805668102401194
92,1983,679109.9750438926,6421810.616698516,1876206.0,0.0,1,0,0.8848306490319937,-1.0920363488483738
93,1983,679751.9924829443,6473908.981816163,1288000.0,94994921.12267026,1,1,0.7879511105521657,1.0730453824666262
94,1983,689906.6682097934,6485040.457760209,11503878.0,469361090.3117939,1,1,1.351876851743374,1.2613387658334512
95,1983,713193.654872231,6763953.255661561,1556933.0,0.0,1,0,0.8367892316481942,-1.0920363488483738
96,1983,719424.558848002,6781128.732215336,1887605.0,28099701.816775605,1,1,0.8863906633568344,0.9294795316991771
97,1983,722019.9728413454,6793617.069785529,2630830.0,31713799.077963635,1,1,0.9718942004710432,0.9437402316036042
98,1983,728206.391960369,6839423.4614513125,1882820.0,21087588.241761576,1,1,0.8857369608035442,0.8956438266584208
99,1983,732075.8886051995,6782248.408512028,2318271.0,23289296.49231889,1,1,0.9393200981733044,0.9073488030913492
100,1983,733632.2008235024,6405341.135474083,25860483.0,179938062.52938232,1,1,1.560499098962784,1.14833558951132
101,1983,741702.3740382771,6754281.781758557,16201028.0,373279262.9016849,1,1,1.4400589082204853,1.2343425588156833
102,1983,744613.6115421415,6811769.607051467,6077019.0,0.0,1,0,1.187517347870614,-1.0920363488483738
103,1983,746293.2834339209,6801981.998061663,4306259.0,0.0,1,0,1.0988062383282096,-1.0920363488483738
104,1983,747983.0444143001,6513700.464716975,1245482.0,1598234.1221698183,1,1,0.7793057326353569,0.5915802855915019
105,1983,752959.1148419962,6816121.726852602,5332787.835,599673405.0814333,1,1,1.153871220686943,1.290216934445152
106,1983,754353.914271154,6780771.257284914,23212794.0,3575851315.949106,1,1,1.5326806840387097,1.5006716135163347
107,1983,755387.3216785236,6612914.078590033,4522568.0,0.0,1,0,1.1114287838862638,-1.0920363488483738
108,1983,763158.3083038264,6375987.784657782,838331.0,0.0,1,0,0.6773515412306731,-1.0920363488483738
109,1983,776621.2563051451,6452856.303786488,926758.0,0.0,1,0,0.7031783089763228,-1.0920363488483738
110,1983,812366.0610822935,6262000.474071504,675555.0,0.0,1,0,0.6217525092207247,-1.0920363488483738
111,1983,817134.2335882245,6272811.835173505,6900106.0,0.0,1,0,1.2202317596528496,-1.0920363488483738
112,1983,852499.3254944521,6242451.147819266,51214.0,0.0,1,0,-0.04259404228088138,-1.0920363488483738
113,1983,858086.349600429,6241411.979173965,867938.0,0.0,1,0,0.6862903270119809,-1.0920363488483738
114,1984,656713.9558073687,6479487.585808549,27807.0,213786.28243429732,1,1,-0.19988098114761174,0.3544765310936048
115,1984,660156.6854188476,6482066.766774968,5836654.0,42414586.52431719,1,1,1.1771235812499048,0.9780080385174519
116,1984,679109.9750438926,6421810.616698516,1236683.0,0.0,1,0,0.7774797666539671,-1.0920363488483738
117,1984,679751.9924829443,6473908.981816163,1478864.0,134529320.71852112,1,1,0.8235400239324426,1.1140571641261094
118,1984,689906.6682097934,6485040.457760209,10579142.0,445348186.73132044,1,1,1.3302943468340482,1.2551490277917445
119,1984,713193.654872231,6763953.255661561,1380556.0,0.0,1,0,0.8058238330670989,-1.0920363488483738
120,1984,719424.558848002,6781128.732215336,2042173.0,48913077.59967243,1,1,0.9066611418286347,0.9948098313811107
121,1984,722019.9728413454,6793617.069785529,5416107.0,69321827.46697806,1,1,1.1578640271087306,1.035910751538333
122,1984,728206.391960369,6839423.4614513125,6853392.0,216907791.62433085,1,1,1.218482219003637,1.1703595998659695
123,1984,732075.8886051995,6782248.408512028,2879081.0,85970551.32618552,1,1,0.9951177680770312,1.06128036899126
124,1984,733632.2008235024,6405341.135474083,24107256.0,175368237.32579124,1,1,1.5424183967368448,1.1453035733791899
125,1984,737399.6600381412,6778406.9672792535,1471654.0,5602032.877875676,1,1,0.822281312696166,0.7394087220742606
126,1984,741702.3740382771,6754281.781758557,13785118.0,264136585.16704327,1,1,1.398468713399854,1.1935780847390087
127,1984,744613.5500516155,6811766.527236344,87788.0,564487.5722236545,1,1,0.09619965753905067,0.4689151646156491
128,1984,744613.6115421415,6811769.607051467,5014734.0,0.0,1,0,1.1380336133939952,-1.0920363488483738
129,1984,746293.2834339209,6801981.998061663,3776081.0,0.0,1,0,1.0649688289222141,-1.0920363488483738
130,1984,747983.0444143001,6513700.464716975,4637208.0,38525511.91595517,1,1,1.1178758548350687,0.9666728703467434
131,1984,752959.1148419962,6816121.726852602,3456911.921,110105661.0999217,1,1,1.0422244902365296,1.0904441044852167
132,1984,754353.914271154,6780771.257284914,24799028.0,3845238094.4708147,1,1,1.549704843660222,1.5092323348253178
133,1984,755387.3216785236,6612914.078590033,5180245.0,0.0,1,0,1.1463967105739798,-1.0920363488483738
134,1984,763158.3083038264,6375987.784657782,908667.0,0.0,1,0,0.698101064625577,-1.0920363488483738
135,1984,776621.2563051451,6452856.303786488,4486342.0,0.0,1,0,1.1093575033620715,-1.0920363488483738
136,1984,783034.1754058868,6648281.290470568,0.0,544272478.4276854,0,1,-2.8353922360202892,1.2787917739206451
137,1984,812366.0610822935,6262000.474071504,701157.0,0.0,1,0,0.631332581338376,-1.0920363488483738
138,1984,817134.2335882245,6272811.835173505,7336350.0,0.0,1,0,1.2360206658497515,-1.0920363488483738
139,1984,852499.3254944521,6242451.147819266,663267.0,0.0,1,0,0.6170247162370847,-1.0920363488483738
140,1984,858086.349600429,6241411.979173965,471499.0,0.0,1,0,0.5291338041713484,-1.0920363488483738
141,1985,656713.9558073687,6479487.585808549,203909.0,741559.2158141369,1,1,0.3132464886220047,0.5010727121338849
142,1985,660156.6854188476,6482066.766774968,4775203.0,38249387.236317314,1,1,1.1254282036074077,0.965825060000664
143,1985,667381.8062503965,6477243.373758559,1174105.0,0.0,1,0,0.7641061641756253,-1.0920363488483738
144,1985,679109.9750438926,6421810.616698516,1027171.0,0.0,1,0,0.7296725826498003,-1.0920363488483738
145,1985,679751.9924829443,6473908.981816163,1450613.0,101460522.00072792,1,1,0.8185724373820551,1.0808062912313896
146,1985,689906.6682097934,6485040.457760209,10718389.0,412345550.85227704,1,1,1.3336621854996684,1.246074130004675
147,1985,713193.654872231,6763953.255661561,1337972.0,0.0,1,0,0.7977545232383799,-1.0920363488483738
148,1985,719424.558848002,6781128.732215336,2493876.0,99169299.0703811,1,1,0.958125353914487,1.0781141265736396
149,1985,722019.9728413454,6793617.069785529,6126245.0,88571006.65746653,1,1,1.1895951747868518,1.0647926848328462
150,1985,728206.391960369,6839423.4614513125,7374418.0,291368521.1969791,1,1,1.2373536167962824,1.2051431901654248
151,1985,732075.8886051995,6782248.408512028,2624359.0,43913744.86283192,1,1,0.9712599341418146,0.9821020465546303
152,1985,733632.2008235024,6405341.135474083,21933634.0,170840098.5350541,1,1,1.5180822505403295,1.1422202586783756
153,1985,737399.6600381412,6778406.9672792535,3232731.0,12836306.129722025,1,1,1.0249563017824186,0.837135347722549
154,1985,741702.3740382771,6754281.781758557,12919685.0,263748021.90594622,1,1,1.3817699354445834,1.1934045710695451
155,1985,744613.5500516155,6811766.527236344,356766.0,2012803.5857812287,1,1,0.45732003954763484,0.6187631349148177
156,1985,744613.6115421415,6811769.607051467,4337927.0,0.0,1,0,1.1006933035827662,-1.0920363488483738
157,1985,746293.2834339209,6801981.998061663,3039316.0,0.0,1,0,1.0090669209467313,-1.0920363488483738
158,1985,747983.0444143001,6513700.464716975,4950567.0,38158747.97167165,1,1,1.1347168402214654,0.9655454273717171
159,1985,752959.1148419962,6816121.726852602,3719526.7004,116263138.99326955,1,1,1.0610823577775983,1.0968577405823072
160,1985,754353.914271154,6780771.257284914,24591980.0,4361908674.041946,1,1,1.5475455375220868,1.5240919351580655
161,1985,755387.3216785236,6612914.078590033,5883668.0,0.0,1,0,1.1791898102729148,-1.0920363488483738
162,1985,763158.3083038264,6375987.784657782,770626.0,0.0,1,0,0.6556634743610085,-1.0920363488483738
163,1985,776621.2563051451,6452856.303786488,4505001.0,0.0,1,0,1.1104264422301968,-1.0920363488483738
164,1985,783034.1754058868,6648281.290470568,0.0,3633314406.0599623,0,1,-2.8353922360202892,1.5025506016862245
165,1985,812366.0610822935,6262000.474071504,544877.0,0.0,1,0,0.5663863030556952,-1.0920363488483738
166,1985,817134.2335882245,6272811.835173505,6352857.0,0.0,1,0,1.1989500023581037,-1.0920363488483738
167,1985,849647.4283578384,6251195.542662623,227332.0,0.0,1,0,0.3412515561580064,-1.0920363488483738
168,1985,852499.3254944521,6242451.147819266,891615.0,0.0,1,0,0.6932220082842401,-1.0920363488483738
169,1985,858086.349600429,6241411.979173965,522333.0,0.0,1,0,0.555503683931415,-1.0920363488483738
170,1986,656713.9558073687,6479487.585808549,462489.0,2670607.5317329126,1,1,0.5241646258741568,0.6520923756918999
171,1986,660156.6854188476,6482066.766774968,4882466.0,40269074.81688176,1,1,1.1311493615048118,0.9718898964011868
172,1986,667381.8062503965,6477243.373758559,1601402.0,0.0,1,0,0.8440422059555719,-1.0920363488483738
173,1986,679109.9750438926,6421810.616698516,1287541.0,0.0,1,0,0.7878593127194681,-1.0920363488483738
174,1986,679751.9924829443,6473908.981816163,1164592.0,101155714.00949334,1,1,0.7620109225920565,1.0804516711628498
175,1986,689906.6682097934,6485040.457760209,10002477.0,287717709.2969473,1,1,1.3158583677809141,1.2036570394600712
176,1986,713193.654872231,6763953.255661561,1176785.0,0.0,1,0,0.7646933706655182,-1.0920363488483738
177,1986,719424.558848002,6781128.732215336,2739614.0,116099336.90723525,1,1,0.9823294447786128,1.0966915660819911
178,1986,722019.9728413454,6793617.069785529,6258499.0,121369417.3579412,1,1,1.1950959863010808,1.1019238700028025
179,1986,728206.391960369,6839423.4614513125,7391280.0,290368047.28848517,1,1,1.2379418421994186,1.204737783663683
180,1986,732075.8886051995,6782248.408512028,2643371.0,39001438.78618765,1,1,0.9731189990890334,0.9681199880201604
181,1986,733632.2008235024,6405341.135474083,19622428.0,159076116.33884838,1,1,1.4894047576336424,1.1338112318308395
182,1986,737399.6600381412,6778406.9672792535,4369194.0,19167559.636644877,1,1,1.1025430063387593,0.8843919026646941
183,1986,740874.1070480712,6461643.951825684,55249.0,258716.12502085196,1,1,-0.023062645979877356,0.3769595183856527
184,1986,741702.3740382771,6754281.781758557,11542625.0,229485614.98157445,1,1,1.3527428598564792,1.1770033542639058
185,1986,744613.5500516155,6811766.527236344,371001.0,1972264.505391183,1,1,0.46739649654425064,0.6163650542337417
186,1986,744613.6115421415,6811769.607051467,3503775.0,0.0,1,0,1.0456924471945128,-1.0920363488483738
187,1986,746293.2834339209,6801981.998061663,2440974.0,0.0,1,0,0.9526032682605764,-1.0920363488483738
188,1986,747983.0444143001,6513700.464716975,6062150.0,0.0,1,0,1.1868864174143172,-1.0920363488483738
189,1986,752959.1148419962,6816121.726852602,3497907.7375,121501703.38988262,1,1,1.0452608072666807,1.102052265275042
190,1986,754353.914271154,6780771.257284914,22846941.0,4600711393.518449,1,1,1.5285891813283998,1.530374224934139
191,1986,755387.3216785236,6612914.078590033,5513166.0,0.0,1,0,1.1624385353978055,-1.0920363488483738
192,1986,763158.3083038264,6375987.784657782,767075.0,0.0,1,0,0.6544739659277572,-1.0920363488483738
193,1986,776621.2563051451,6452856.303786488,4221327.0,0.0,1,0,1.0936758759209306,-1.0920363488483738
194,1986,783034.1754058868,6648281.290470568,0.0,3956520571.4199057,0,1,-2.8353922360202892,1.5125949301731136
195,1986,812366.0610822935,6262000.474071504,606626.0,0.0,1,0,0.5940346676983185,-1.0920363488483738
196,1986,817134.2335882245,6272811.835173505,9236502.0,0.0,1,0,1.2953396271746183,-1.0920363488483738
197,1986,849647.4283578384,6251195.542662623,279607.0,0.0,1,0,0.39455701093028844,-1.0920363488483738
198,1986,852499.3254944521,6242451.147819266,447572.0,0.0,1,0,0.5157208349114345,-1.0920363488483738
199,1986,858086.349600429,6241411.979173965,589845.0,0.0,1,0,0.5868097657607876,-1.0920363488483738
200,1987,656713.9558073687,6479487.585808549,1195529.0,7502406.981240807,1,1,0.7687633042106563,0.7738361026273399
201,1987,660156.6854188476,6482066.766774968,4598234.0,39268600.9083878,1,1,1.1157021112047583,0.9689246099899255
202,1987,667381.8062503965,6477243.373758559,1628378.0,0.0,1,0,0.8483445286858459,-1.0920363488483738
203,1987,679109.9750438926,6421810.616698516,1236193.0,0.0,1,0,0.7773777004559367,-1.0920363488483738
204,1987,679751.9924829443,6473908.981816163,1858156.0,183551012.45810652,1,1,0.8823409177075047,1.1506787161499437
205,1987,689906.6682097934,6485040.457760209,9597393.0,259200760.90747792,1,1,1.305211000247971,1.1913547660586632
206,1987,713193.654872231,6763953.255661561,1076645.0,0.0,1,0,0.7417879748409124,-1.0920363488483738
207,1987,719424.558848002,6781128.732215336,2278660.0,74165865.12943389,1,1,0.9348814888158129,1.0438717731317442
208,1987,722019.9728413454,6793617.069785529,5086253.0,109459341.49466948,1,1,1.1416807609598447,1.0897502053543142
209,1987,728206.391960369,6839423.4614513125,7431023.0,391305003.2415341,1,1,1.2393229719636834,1.2399010780936375
210,1987,732075.8886051995,6782248.408512028,1725412.0,10206174.838112857,1,1,0.8632517802018294,0.8101109611664674
211,1987,733632.2008235024,6405341.135474083,18927293.0,161578830.88670176,1,1,1.4801154463780501,1.1356511269617224
212,1987,737399.6600381412,6778406.9672792535,3540214.0,15358232.454011919,1,1,1.0483570965909437,0.8582770779307113
213,1987,740874.1070480712,6461643.951825684,2092257.0,9286180.070062632,1,1,0.9129012618263186,0.7989768724704266
214,1987,741702.3740382771,6754281.781758557,8911270.0,138891096.30199724,1,1,1.2861074325466177,1.1178179629100737
215,1987,744613.5500516155,6811766.527236344,312292.0,1608560.1143446416,1,1,0.4230297975059572,0.5923393398268099
216,1987,744613.6115421415,6811769.607051467,3202617.0,0.0,1,0,1.0225459080637682,-1.0920363488483738
217,1987,746293.2834339209,6801981.998061663,3003172.0,0.0,1,0,1.0059857627587931,-1.0920363488483738
218,1987,747983.0444143001,6513700.464716975,5657403.0,0.0,1,0,1.1690899495188198,-1.0920363488483738
219,1987,750182.9122448137,6609425.082715103,354114.0,0.0,1,0,0.45539842375418144,-1.0920363488483738
220,1987,752959.1148419962,6816121.726852602,3538707.1616,101302204.33781713,1,1,1.048247451793351,1.0806222342850103
221,1987,754353.914271154,6780771.257284914,22385308.0,4576817047.625908,1,1,1.5233320083394917,1.5297604894000145
222,1987,755387.3216785236,6612914.078590033,5328946.0,0.0,1,0,1.1536856115495222,-1.0920363488483738
223,1987,757471.2324050779,6750568.6328531895,107099.0,2670607.5317329126,1,1,0.1474071374270797,0.6520923756918999
224,1987,763158.3083038264,6375987.784657782,659058.0,0.0,1,0,0.6153851458357843,-1.0920363488483738
225,1987,776621.2563051451,6452856.303786488,4085099.0,0.0,1,0,1.0852273768545129,-1.0920363488483738
226,1987,783034.1754058868,6648281.290470568,0.0,4083836037.1392603,0,1,-2.8353922360202892,1.5163278875703934
227,1987,812366.0610822935,6262000.474071504,642936.0,0.0,1,0,0.6090066245757116,-1.0920363488483738
228,1987,817134.2335882245,6272811.835173505,9549539.0,0.0,1,0,1.3039236152260658,-1.0920363488483738
229,1987,825677.9847696659,6268937.721363691,1894173.0,32841626.88994707,1,1,0.887285257113189,0.9478589785270902
230,1987,849647.4283578384,6251195.542662623,158926.0,0.0,1,0,0.24905678264398448,-1.0920363488483738
231,1987,852499.3254944521,6242451.147819266,281300.0,0.0,1,0,0.3961117388985059,-1.0920363488483738
232,1987,858086.349600429,6241411.979173965,524874.0,0.0,1,0,0.5567535419883148,-1.0920363488483738
233,1988,656713.9558073687,6479487.585808549,765435.0,4530051.011510289,1,1,0.6539227412240043,0.7143748609601567
234,1988,660156.6854188476,6482066.766774968,1961002.0,17727816.343397886,1,1,0.8962152824316841,0.8751885817536954
235,1988,667381.8062503965,6477243.373758559,773531.0,0.0,1,0,0.6566325176423384,-1.0920363488483738
236,1988,679109.9750438926,6421810.616698516,1231196.0,0.0,1,0,0.776334517435265,-1.0920363488483738
237,1988,679751.9924829443,6473908.981816163,830541.0,43685830.894284286,1,1,0.6749471473943401,0.9814887355024827
238,1988,689906.6682097934,6485040.457760209,3838789.0,38938169.158793464,1,1,1.0692107120847267,0.9679286294026556
239,1988,713193.654872231,6763953.255661561,844169.0,0.0,1,0,0.6791388467117142,-1.0920363488483738
240,1988,719424.558848002,6781128.732215336,2476803.0,53556714.525105774,1,1,0.9563561243078492,1.0054996622220373
241,1988,722019.9728413454,6793617.069785529,4991145.0,68005454.68676545,1,1,1.1368192643249495,1.0336510751647594
242,1988,722327.2147807303,6809630.097930329,130398.0,24476.42589587661,1,1,0.1981018990557861,0.09903828049816946
243,1988,728206.391960369,6839423.4614513125,8232146.0,275098199.52684975,1,1,1.2656915790991807,1.1983706422192673
244,1988,732075.8886051995,6782248.408512028,1650449.0,5389886.413612168,1,1,0.8518118839811802,0.7348585585787505
245,1988,733632.2008235024,6405341.135474083,16866997.0,142735807.388423,1,1,1.4504340251273402,1.12103626960856
246,1988,737399.6600381412,6778406.9672792535,3654968.0,15909515.892995253,1,1,1.05657292381676,0.8624336393062231
247,1988,740874.1070480712,6461643.951825684,2048067.0,9070836.050408699,1,1,0.9074033914264918,0.7962114500337778
248,1988,741702.3740382771,6754281.781758557,8246022.0,45237406.82959009,1,1,1.2661253335633518,0.9856022470248909
249,1988,744613.5500516155,6811766.527236344,313284.0,1902277.225095161,1,1,0.4238466038677453,0.6121065540340999
250,1988,744613.6115421415,6811769.607051467,3002740.0,0.0,1,0,1.0059487123348942,-1.0920363488483738
251,1988,746293.2834339209,6801981.998061663,2949313.0,0.0,1,0,1.0013249653596428,-1.0920363488483738
