,YEAR,X,Y,OILDISCOVERED_BINARY,GASDISCOVERED_BINARY
77,1994,572566.3714692792,6462909.612263486,1.0,0.0
78,1995,574427.592599029,6461333.482603883,1.0,0.0
79,1996,578003.7988835379,6464611.398756808,1.0,0.0
80,1996,579015.4713745741,6461567.526467927,1.0,0.0
81,1999,575861.4392373675,6464931.173022478,1.0,0.0
82,1999,577228.2224254283,6463131.85185919,1.0,0.0
83,1999,580433.8395759355,6464517.306655885,1.0,0.0
84,2001,579084.5962930013,6463600.578039637,1.0,0.0
85,2001,579564.0489065169,6463943.670649775,1.0,0.0
86,1989,575513.87401392,6462052.674985225,0.0,0.0
87,1994,571407.4737460964,6463028.581379356,1.0,0.0
88,1990,575087.829049596,6465397.407727398,1.0,0.0
89,1990,573454.8377613522,6463778.046196553,1.0,0.0
90,1990,572584.1374337977,6463377.378053998,1.0,0.0
91,1993,575148.9794386245,6463727.395481811,0.0,0.0
92,1993,575123.418131199,6463710.202477948,1.0,1.0
93,1993,576806.7447282607,6452301.1644517295,0.0,0.0
94,1994,575334.063427316,6459167.532796551,0.0,0.0
95,1990,576809.058253062,6454636.2669626055,0.0,1.0
96,2006,581293.6912108776,6452238.221322989,0.0,0.0
97,1991,590523.5176537678,6449700.098551078,1.0,0.0
98,1993,582903.5317834034,6464084.683629476,1.0,0.0
99,1994,585902.2065805566,6466089.040176027,0.0,0.0
100,1999,586168.4856514663,6454545.134603729,0.0,0.0
101,2013,582035.6842952631,6460515.81713601,0.0,0.0
102,2013,582052.6825033574,6460515.799366525,0.0,0.0
103,2005,592811.3625449261,6459222.823548428,1.0,0.0
104,2005,592811.3625449261,6459222.823548428,1.0,0.0
105,2005,592811.3625449261,6459222.823548428,1.0,0.0
106,2008,593724.6672591954,6459150.332436662,0.0,0.0
107,2013,592598.6040305689,6450777.869560721,1.0,0.0
108,1974,595922.4027563657,6456288.707301707,0.0,0.0
109,1981,605449.1867317362,6453231.666559009,0.0,0.0
110,1998,595240.1419707291,6450495.770543036,1.0,1.0
111,1998,597464.7689553977,6449854.312116298,1.0,0.0
112,1998,596509.7237126696,6449539.664819956,1.0,1.0
113,2001,597275.2502572694,6450344.745755537,1.0,0.0
114,2002,597275.2502572694,6450344.745755537,1.0,0.0
115,2001,597275.2502572694,6450344.745755537,1.0,0.0
116,1997,596746.4750020218,6452725.806593022,1.0,1.0
117,2016,607689.7180635495,6453331.130719261,1.0,0.0
118,1990,566791.9242311676,6440843.547335662,0.0,0.0
119,1998,568309.2412016753,6435551.66594307,1.0,0.0
120,2007,568993.319496243,6437881.362645553,1.0,0.0
121,2013,568944.659424326,6432187.213562079,0.0,0.0
122,2003,562404.6828997014,6439918.958339822,0.0,0.0
123,1981,578025.9321539912,6441219.601979075,0.0,0.0
124,1984,576979.9408232601,6438695.888997432,1.0,0.0
125,1992,578575.0941884723,6441198.874579304,0.0,0.0
126,2005,571499.7265363187,6437849.962094092,1.0,0.0
127,1980,587353.3593950189,6429984.212254126,0.0,0.0
128,1982,592733.7343842138,6442689.189559389,1.0,0.0
129,1982,588776.9920467293,6441922.123154221,1.0,0.0
130,1984,584204.8934890957,6442647.637157993,1.0,0.0
131,1990,593023.6969654595,6441933.340473302,1.0,0.0
132,1992,586611.1573656352,6444170.807216884,1.0,0.0
133,1992,592258.6529875093,6444109.368367777,0.0,0.0
134,1994,587540.9224111757,6437576.720969583,0.0,0.0
135,1982,595780.4503665223,6440557.856441781,1.0,0.0
136,1983,598036.9020466426,6441356.201209499,1.0,0.0
137,1989,596314.638199635,6443009.589227441,1.0,0.0
138,1991,597389.0058041617,6440118.088583803,0.0,0.0
139,1991,597389.0058041617,6440118.088583803,1.0,0.0
140,2004,599379.8924138873,6443355.036676865,1.0,0.0
141,1981,614632.1901815122,6440940.453398334,0.0,0.0
142,1984,616170.4450849191,6434027.937420968,1.0,0.0
143,1986,613363.3187700044,6437427.059351486,0.0,1.0
144,1998,607606.2242135553,6441233.191626037,1.0,0.0
145,1999,607273.8758068004,6447020.40245585,0.0,0.0
146,2007,617691.6404308951,6437245.4838574,0.0,0.0
147,1986,635861.8722876165,6527121.14595557,0.0,0.0
148,1976,649508.5729630237,6542640.307905562,0.0,0.0
149,1985,619372.0215757119,6519184.861903392,0.0,0.0
150,1984,646587.9457059137,6513524.15890868,0.0,0.0
151,1975,671969.8733665805,6508489.688547148,0.0,0.0
152,1981,667729.3096690113,6518358.323758064,0.0,1.0
153,1980,617695.8831775001,6496980.178215937,0.0,0.0
154,1979,630554.45678899,6490862.939079478,0.0,0.0
155,1983,630454.2300571095,6487464.329197734,0.0,0.0
156,1979,648958.2813958253,6490512.573097385,0.0,0.0
157,1981,641452.0318438433,6489124.971836545,0.0,0.0
158,1983,647328.0149325926,6500229.803208461,0.0,0.0
159,1984,650198.8802379274,6494704.533648669,0.0,0.0
160,1977,659491.9603653181,6492630.338289914,1.0,0.0
161,1987,654142.808383091,6491089.481961623,0.0,0.0
162,1991,657916.9361473145,6489833.355282255,0.0,0.0
163,1974,668670.0466379385,6499357.358945374,0.0,0.0
164,1977,673545.2717718943,6489390.647537433,0.0,0.0
165,1990,665957.7911122163,6492473.35492115,0.0,0.0
166,1990,673756.0021356541,6496007.767113426,0.0,0.0
167,1992,638357.8260618655,6483873.64381847,0.0,0.0
168,1978,646612.2169759017,6482254.638582426,1.0,0.0
169,1978,644316.1760566653,6483545.416096556,0.0,0.0
170,1979,647680.5225482016,6480261.6489122,0.0,0.0
171,1981,644167.3534183995,6482176.688551025,0.0,0.0
172,1984,645533.9191749449,6472423.82397454,0.0,0.0
173,1992,651041.91285842,6485604.636182543,1.0,1.0
174,2001,649138.4094611943,6482778.339737789,0.0,0.0
175,2003,649733.5017561995,6479292.041671648,0.0,0.0
176,1985,648621.7307537411,6478033.202562715,1.0,0.0
177,1991,650449.6581941991,6479231.711896525,1.0,0.0
178,1991,650449.6581941991,6479231.711896525,1.0,0.0
179,1991,646560.4687596115,6483623.631428164,0.0,0.0
180,1992,645678.0620945367,6477427.490511393,0.0,0.0
181,1996,643569.3662350333,6478956.469538156,1.0,0.0
182,2006,643081.6284805227,6478056.241346261,0.0,0.0
183,2006,643080.1080721262,6478086.798928935,1.0,0.0
184,2007,643068.774936029,6478096.942053401,1.0,0.0
185,2008,643064.3838843568,6478072.604169501,0.0,0.0
186,2008,643064.3838843568,6478072.604169501,0.0,0.0
187,2008,643034.1901196094,6478134.532511264,1.0,0.0
188,1991,643281.6426116216,6477800.651348764,1.0,0.0
189,1972,660731.1396484483,6482827.618507872,1.0,0.0
190,1975,660429.6059872966,6472181.417639176,0.0,0.0
191,1975,652976.3634785623,6475603.665891271,0.0,0.0
192,1980,657338.5892898488,6475999.163541523,0.0,0.0
193,1981,656841.1434561284,6480016.160814473,1.0,0.0
194,1982,657572.1673392561,6478472.469583103,0.0,0.0
195,1984,656525.6232704798,6479343.275057834,1.0,0.0
196,1974,659175.2754708028,6480639.1351412535,1.0,0.0
197,1993,653841.3034943703,6483848.623370865,1.0,0.0
198,1974,658947.0931069796,6481928.505095723,1.0,0.0
199,1995,661194.495058618,6474928.3138571335,0.0,0.0
200,1974,662024.5654609855,6480747.398104936,1.0,0.0
201,1974,656867.4720141604,6481270.130869433,1.0,0.0
202,1974,661671.3231256728,6484253.109632444,1.0,0.0
203,1974,661671.3231256728,6484253.109632444,1.0,0.0
204,1975,661671.3231256728,6484253.109632444,1.0,0.0
205,1975,658418.0301329895,6485945.102944231,1.0,0.0
206,1975,656051.5991161948,6478500.147057274,1.0,0.0
207,1985,659317.706316616,6479352.142878779,1.0,0.0
208,1985,656521.7045052266,6479341.534645355,1.0,0.0
209,1987,652634.8688824347,6479500.648984562,0.0,0.0
210,1987,652634.8688824347,6479500.648984562,0.0,0.0
211,1992,661853.7471008962,6471213.686161044,0.0,0.0
212,1992,652616.1820009865,6480142.64432927,0.0,0.0
213,1991,656523.3434707676,6479360.504855607,1.0,0.0
214,1989,656535.226142472,6484069.118980031,1.0,1.0
215,1990,656142.1296654956,6483170.274109792,1.0,0.0
216,2014,652620.1193265113,6480141.144708722,1.0,0.0
217,1991,659063.8447618086,6476153.427691776,0.0,0.0
218,1984,660183.7755416811,6481913.477589047,1.0,0.0
219,2005,660198.9565050018,6481930.567273339,0.0,0.0
220,1975,670087.4224216691,6469859.658165661,1.0,0.0
221,1979,668304.7347225527,6471672.124586053,0.0,0.0
222,1980,669251.5514512002,6469550.779836654,1.0,0.0
223,1980,668053.9797785738,6477093.140839336,1.0,0.0
224,1980,668061.630615776,6477092.91104326,1.0,0.0
225,1981,668060.8458799837,6477107.125137312,1.0,0.0
226,1985,668049.6788962346,6477086.981111765,1.0,0.0
227,1975,667058.5916616732,6470252.629210804,0.0,0.0
228,1975,672600.4369442831,6470592.200440157,0.0,0.0
229,1975,664443.8105447071,6481611.873194497,1.0,0.0
230,1976,668054.0996689468,6476140.811666352,1.0,0.0
231,1976,671828.5714664516,6484710.986574463,1.0,0.0
232,1976,671828.5714664516,6484710.986574463,1.0,0.0
233,1976,672938.6130976166,6475276.693880458,0.0,0.0
234,1976,668996.1081199215,6478083.330048098,0.0,0.0
235,1979,673621.3284829741,6487768.584137288,0.0,0.0
236,1986,670144.6682464629,6470211.895047885,1.0,0.0
237,1987,671314.950268458,6484072.232465061,1.0,0.0
238,1987,670698.3328241584,6473332.636652634,1.0,0.0
239,1988,664155.8720126112,6483079.569076675,1.0,0.0
240,1988,664155.8720126112,6483079.569076675,1.0,0.0
241,1988,669778.4116791867,6480521.098975084,1.0,0.0
242,1988,670700.3957627843,6473334.881297146,1.0,0.0
243,2002,672051.7836877361,6483212.535768442,1.0,0.0
244,2002,670648.345449551,6482949.219343832,1.0,0.0
245,1990,668050.545825196,6481986.241192906,1.0,0.0
