,YEAR,X,Y,OILDISCOVERED_BINARY,GASDISCOVERED_BINARY
644,1986,741392.7556530756,6523633.763247509,1.0,0.0
645,1989,741125.1181811956,6523654.884643765,0.0,0.0
646,1990,741125.1181811956,6523654.884643765,1.0,0.0
647,1993,742151.2612163951,6522897.203075958,1.0,0.0
648,1993,742151.2612163951,6522897.203075958,1.0,0.0
649,1997,738528.5648726857,6519407.343738591,1.0,0.0
650,1996,738331.0265093453,6526009.848228395,1.0,0.0
651,1997,732172.7878789029,6525373.407444472,1.0,0.0
652,1997,731696.9967118101,6524424.412608155,0.0,0.0
653,1999,731234.600076643,6525854.290497111,1.0,0.0
654,1975,751273.8550464883,6525103.680294828,0.0,1.0
655,1975,744502.4790478915,6521879.9615332885,1.0,1.0
656,1976,748344.7548765914,6519884.833213474,1.0,0.0
657,1978,749313.7355552637,6513238.2166750925,1.0,0.0
658,1978,747881.1821330518,6511651.547545387,1.0,0.0
659,1978,747365.8900844604,6513529.146531218,1.0,0.0
660,1978,748785.3245578285,6514506.857424388,1.0,0.0
661,1980,749135.2920586234,6524843.140944862,0.0,1.0
662,1980,748510.5121222301,6517680.591079076,1.0,0.0
663,1981,751778.579547379,6526757.950043933,0.0,1.0
664,1981,749880.658480746,6523901.508834322,0.0,1.0
665,1981,743679.987468966,6524988.159208833,1.0,0.0
666,1982,749680.7925770945,6525995.375049482,0.0,1.0
667,1983,747810.8431162587,6518920.352306088,1.0,0.0
668,1984,749297.5333299373,6519711.708626827,1.0,0.0
669,1987,752866.8838355616,6527250.6623145295,1.0,1.0
670,1988,752866.8838355616,6527250.6623145295,0.0,1.0
671,1991,743373.9353953286,6523072.772957455,1.0,0.0
672,1991,744160.0658821401,6521967.894608942,1.0,1.0
673,1993,748984.4547772601,6512554.460497869,1.0,0.0
674,1998,743589.5057606443,6523987.058481486,1.0,1.0
675,1998,743589.5057606443,6523987.058481486,1.0,0.0
676,1998,743589.5057606443,6523987.058481486,1.0,0.0
677,1976,747265.6753309985,6515815.095122723,1.0,0.0
678,1976,747265.6753309985,6515815.095122723,1.0,0.0
679,1976,747013.1613913873,6526444.281008961,1.0,0.0
680,1977,748571.5251543336,6516847.216937956,1.0,0.0
681,1977,748749.7606314482,6522933.391999553,0.0,1.0
682,1977,748069.1343745803,6512797.881024755,1.0,0.0
683,1977,748725.9055998942,6521404.737142479,0.0,0.0
684,2000,747986.4326858309,6513700.456576831,1.0,0.0
685,1992,751048.5414260525,6525040.322956135,1.0,1.0
686,1993,751040.8997219873,6525035.266568639,1.0,1.0
687,1994,751043.4471432741,6525036.982191785,1.0,1.0
688,1998,751053.6360577554,6525043.693901062,1.0,0.0
689,1998,751053.6360577554,6525043.693901062,1.0,0.0
690,1989,749299.3824764581,6519713.537848716,1.0,0.0
691,1983,752708.0155298867,6519435.674399976,1.0,0.0
692,1983,752708.0155298867,6519435.674399976,1.0,0.0
693,1983,750421.7685961768,6513740.844609245,1.0,0.0
694,1983,750266.9381713811,6518957.511245823,1.0,0.0
695,1984,753562.7222276055,6516923.652206961,1.0,0.0
696,1984,753473.1200294716,6514499.078469668,1.0,0.0
697,1984,751565.8638816287,6512481.389877945,1.0,0.0
698,1984,753325.3863928417,6521507.324690772,1.0,0.0
699,1984,753325.345927207,6521507.942494375,1.0,0.0
700,1984,753325.3863928417,6521507.324690772,1.0,0.0
701,1985,753325.3863928417,6521507.324690772,1.0,0.0
702,1972,762428.8197523286,6520842.42604995,1.0,0.0
703,1988,761001.3174049396,6513591.716292648,0.0,0.0
704,1988,754634.712900732,6528654.722774777,1.0,0.0
705,1990,760778.0698995976,6516921.942556741,0.0,0.0
706,1986,758939.201238916,6522528.306500902,1.0,0.0
707,1986,758905.8861328426,6523987.380788246,1.0,0.0
708,1988,761288.7420529024,6522106.226286884,1.0,0.0
709,1988,761288.7420529024,6522106.226286884,1.0,1.0
710,1983,756612.132331093,6516714.398890367,1.0,0.0
711,1983,756612.132331093,6516714.398890367,1.0,0.0
712,1983,755331.1610371723,6515070.862354408,1.0,0.0
713,1984,757798.5149171484,6514519.744377433,1.0,0.0
714,1985,755350.5321628457,6521619.455352456,1.0,0.0
715,1985,755350.5321628457,6521619.455352456,0.0,0.0
716,1993,760917.360287134,6527340.098176118,1.0,0.0
717,1976,735539.3816754619,6495191.458832368,1.0,0.0
718,1988,740226.4840590896,6505956.931380103,1.0,0.0
719,1988,743024.3296793649,6492218.727716795,1.0,0.0
720,1989,740468.684588323,6501276.84688497,0.0,0.0
721,1990,740775.7333715915,6509358.764290661,0.0,0.0
722,1976,745953.749054973,6506808.245606171,1.0,0.0
723,1986,746654.1682438676,6502724.506350913,1.0,0.0
724,2015,747144.3216450519,6508061.761048029,1.0,0.0
725,2002,748300.3119195305,6496808.986984369,1.0,1.0
726,1991,748307.165674051,6496803.22012931,0.0,0.0
727,1992,748307.165674051,6496803.22012931,0.0,0.0
728,1993,747026.5373388738,6504993.6422453625,0.0,0.0
729,1980,747106.9071332383,6496720.472774021,1.0,0.0
730,2015,745967.8706242809,6507988.88880376,1.0,0.0
731,1982,747733.3554353954,6510448.774958747,1.0,0.0
732,2000,748497.0802208623,6502628.414571414,1.0,0.0
733,2015,748396.0256109127,6492812.116801325,1.0,0.0
734,1985,748478.5196206028,6493805.611969711,1.0,0.0
735,2015,747254.0997449133,6505016.882255378,1.0,0.0
736,1986,755095.0081614484,6509928.635073455,0.0,0.0
737,1986,751884.4305083631,6509067.717671824,1.0,1.0
738,1985,752407.3138150517,6506197.684004272,1.0,0.0
739,1977,761216.9806357257,6500424.7180186,1.0,0.0
740,1983,762042.4902052955,6501023.703687234,1.0,0.0
741,1984,762042.4902052955,6501023.703687234,0.0,1.0
742,2004,756431.3075776389,6504677.448450851,1.0,0.0
743,2015,735242.521991225,6490225.983828365,0.0,0.0
744,1988,733506.169028392,6485796.817357466,0.0,0.0
745,1982,743795.1886348084,6474708.997377924,1.0,0.0
746,1985,744137.8343643482,6481170.368835342,1.0,0.0
747,1992,741204.5223343305,6482151.705359897,1.0,0.0
748,1994,741089.3335144408,6490459.3046569545,0.0,0.0
749,1976,750709.52508152,6479319.26676008,1.0,0.0
750,1981,753273.5915963943,6478737.392728008,1.0,1.0
751,1984,749188.9435586724,6489912.588943003,1.0,0.0
752,1984,750258.3189712372,6488867.315992028,1.0,0.0
753,1985,749842.3217778486,6490583.014736594,1.0,0.0
754,1988,750083.0215803758,6484874.53619036,1.0,0.0
755,1989,747667.2608407079,6490091.956190212,0.0,0.0
756,1989,751168.1028367323,6475673.260974698,1.0,0.0
757,1991,751529.1679224974,6479905.541133988,1.0,0.0
758,1992,753969.749797275,6481427.949212714,0.0,0.0
759,1976,749303.157621584,6486262.412788987,0.0,0.0
760,1977,748352.9320981012,6479194.286747905,0.0,0.0
761,1978,751324.7756564833,6484802.079684215,1.0,1.0
762,1978,751383.9254532425,6477971.398827002,1.0,0.0
763,1979,751383.9254532425,6477971.398827002,1.0,1.0
764,2007,748638.5803893401,6489800.877879893,0.0,0.0
765,2013,748638.5803893401,6489800.877879893,0.0,0.0
766,1996,748626.3636511797,6489808.252189807,1.0,0.0
767,1983,765339.0547801316,6477707.790368198,0.0,1.0
768,1989,757244.9175881132,6480302.264781955,0.0,1.0
769,1990,760968.4840981425,6477197.733118115,0.0,0.0
770,1992,761766.3949549744,6491317.150572996,0.0,0.0
771,2007,756406.4530640091,6491534.38932617,0.0,0.0
772,1975,740712.1734321681,6460855.881000318,1.0,0.0
773,1984,737948.4236135185,6456749.179307637,1.0,0.0
774,1985,740691.9029460198,6455276.440680914,1.0,0.0
775,1985,737517.3989394039,6454973.006900159,1.0,0.0
776,1989,737517.3989394039,6454973.006900159,1.0,0.0
777,1989,735564.5812168325,6456626.59769571,1.0,0.0
778,1991,735564.5812168325,6456626.59769571,1.0,0.0
779,1990,735716.3009636073,6457144.101598632,0.0,0.0
780,1980,742577.5013421916,6462082.58022553,1.0,0.0
781,1990,742590.4420507608,6462080.9256894,1.0,0.0
782,1992,742590.4420507608,6462080.9256894,1.0,0.0
783,1991,741530.3757564398,6459008.148612404,0.0,0.0
784,1992,742601.8478413041,6462081.626681507,1.0,0.0
785,1981,739883.8091495461,6461487.632580503,1.0,0.0
786,1983,736200.8431033471,6455595.8311733175,1.0,0.0
787,1983,739301.9354270236,6455061.913211543,1.0,0.0
788,1990,734890.9695438806,6466352.10410655,1.0,0.0
789,1993,734885.4858869489,6466350.785119275,1.0,0.0
790,1993,734885.4858869489,6466350.785119275,1.0,0.0
791,2008,742297.6153798987,6466378.316823999,1.0,0.0
792,1982,745205.4047970095,6459742.113563325,1.0,0.0
793,1982,737443.1057721806,6463696.524677269,1.0,0.0
794,1983,737065.315707129,6459879.017360486,1.0,0.0
795,1991,745224.4461297346,6459717.215625717,1.0,0.0
796,1998,742649.1529429543,6456538.744182631,1.0,0.0
797,1999,742649.1529429543,6456538.744182631,1.0,0.0
798,1998,742649.1529429543,6456538.744182631,1.0,0.0
799,1993,739441.3545415697,6470971.986832707,0.0,1.0
800,1996,734708.3580106864,6468159.221609583,1.0,0.0
801,1996,735785.8845707919,6470683.501162614,1.0,0.0
802,2008,734449.5611110417,6470653.279248215,1.0,0.0
803,1975,750058.3496844159,6466172.385129112,1.0,0.0
804,1977,756759.2123640806,6461275.789412268,1.0,0.0
805,1980,752945.1266288557,6459975.492227877,1.0,0.0
806,1984,748032.8529530957,6469453.280271058,1.0,0.0
807,1989,755027.1703461285,6464993.149235627,1.0,0.0
808,1996,753082.4639240145,6469008.372870877,1.0,0.0
809,2005,748863.9189282551,6464851.682916045,1.0,0.0
810,2005,748863.9189282551,6464851.682916045,1.0,0.0
811,2006,748446.35881246,6464744.098299798,0.0,0.0
812,2007,748446.35881246,6464744.098299798,0.0,0.0
813,2007,748446.35881246,6464744.098299798,0.0,0.0
814,2008,748314.2096166643,6466238.200292313,1.0,0.0
815,2009,748314.2096166643,6466238.200292313,1.0,0.0
816,2008,748314.2096166643,6466238.200292313,1.0,0.0
817,2008,748314.2096166643,6466238.200292313,1.0,0.0
818,1972,769173.649549534,6464138.913966756,0.0,0.0
819,1976,765278.0723352644,6466835.433817063,1.0,0.0
820,1977,767381.2617615198,6461106.135032098,1.0,0.0
821,1985,767902.3065328698,6470562.428893147,1.0,0.0
822,1991,765684.794453425,6470911.654745135,1.0,0.0
823,2000,759692.9343070212,6459191.629106084,0.0,0.0
824,2008,768830.3154374021,6464729.16441707,1.0,0.0
825,2008,760055.131895877,6459623.739072949,1.0,0.0
826,2008,760055.131895877,6459623.739072949,1.0,0.0
827,1990,770310.1039742418,6466327.14286568,0.0,0.0
828,1987,742494.0523828362,6440074.935160438,1.0,0.0
829,1987,742494.0523828362,6440074.935160438,1.0,0.0
830,1987,742494.0523828362,6440074.935160438,0.0,0.0
831,1988,739228.3160219634,6443075.151765248,1.0,0.0
832,1988,743200.9484060988,6437494.872672619,1.0,0.0
833,1988,743200.9484060988,6437494.872672619,1.0,0.0
834,1988,739402.4967811604,6447827.197647898,0.0,0.0
835,1989,739870.438589568,6443501.7691269,1.0,1.0
836,1989,738336.6862078593,6443018.38270848,1.0,0.0
837,1990,742995.5363510237,6440332.508913052,0.0,1.0
838,1989,739239.68122434,6441501.309648097,0.0,0.0
839,1989,740647.8095507453,6441853.8671541,1.0,0.0
840,1990,737323.6990666429,6450170.554386929,0.0,0.0
841,1976,743990.5800147353,6447900.267754529,1.0,0.0
842,1977,741631.7110059754,6445778.403552012,0.0,1.0
843,1990,738275.0597582512,6437674.52282446,1.0,0.0
844,1990,735952.593479254,6443649.949026598,0.0,1.0
845,1991,735952.593479254,6443649.949026598,0.0,1.0
846,1991,738859.4919928332,6452793.469993499,1.0,0.0
847,1992,738906.1497066614,6441225.15638747,1.0,0.0
848,1993,746761.2381502503,6440888.08018043,0.0,1.0
849,1995,739218.2275020725,6443846.074704907,0.0,1.0
850,1996,741188.9900912542,6450320.140190134,1.0,0.0
851,2000,746887.7285511973,6437168.374518924,0.0,1.0
852,1981,745784.1547159773,6443174.574247736,0.0,1.0
853,1982,739796.2443013324,6449897.366702847,1.0,0.0
854,1984,740423.5551860447,6443615.070716585,0.0,1.0
855,1986,740434.3225064445,6442530.239280747,1.0,0.0
856,1986,743636.6026749995,6439677.677643175,1.0,0.0
857,1987,743636.6026749995,6439677.677643175,1.0,0.0
858,1986,743636.6026749995,6439677.677643175,1.0,0.0
859,1987,745252.1879104963,6437056.336430289,1.0,0.0
860,1987,745252.1879104963,6437056.336430289,1.0,0.0
861,1988,744150.1224932482,6444055.601226384,0.0,1.0
862,2011,742543.325397027,6439055.796208476,1.0,0.0
863,2002,742543.325397027,6439055.796208476,1.0,0.0
864,1982,754889.8356313239,6438471.065786533,0.0,1.0
865,1991,749315.806920201,6442492.853815937,0.0,1.0
866,1991,752088.9629873194,6448406.246771793,0.0,1.0
867,2008,752624.0459028117,6451779.3158436855,0.0,0.0
868,1983,751725.9877573594,6444013.68874083,0.0,0.0
869,1983,751725.9877573594,6444013.68874083,0.0,0.0
870,1986,748442.3141781829,6441508.76248468,0.0,0.0
871,1974,759903.9611884269,6442467.926476082,1.0,0.0
872,1988,771104.858764619,6444398.242046717,0.0,1.0
873,1990,763494.1750311067,6447404.077163724,0.0,0.0
874,1990,761890.4415096415,6447533.676934791,0.0,0.0
875,1990,761890.4415096415,6447533.676934791,0.0,0.0
876,1992,759784.5657328493,6442404.908488139,1.0,0.0
877,1993,759784.5657328493,6442404.908488139,1.0,0.0
878,2003,766528.2538740622,6453764.298110161,1.0,0.0
879,1974,759903.9611884269,6442467.926476082,1.0,1.0
880,1975,767439.6127790761,6453240.609527074,0.0,0.0
881,1986,768947.279530098,6452104.25923712,0.0,0.0
882,2016,769748.6473179562,6447238.127428546,0.0,0.0
883,1998,759785.7596079671,6442412.058806062,1.0,0.0
884,1973,777975.4195717843,6452044.708384776,1.0,0.0
885,1974,775531.0859862347,6453005.227619147,1.0,0.0
886,1974,775706.315513364,6455528.955444711,0.0,0.0
887,1975,774256.5895839504,6448011.701363553,1.0,0.0
888,1994,775528.3782188704,6442753.808438943,1.0,1.0
889,1995,774342.7626918054,6450034.607425404,0.0,0.0
890,2004,778282.1077183501,6441431.202160986,1.0,0.0
891,2004,778282.1077183501,6441431.202160986,1.0,0.0
892,2006,776052.8275087955,6454142.342805906,0.0,0.0
893,2007,776054.9245419569,6454121.914996202,0.0,0.0
894,2007,776054.9245419569,6454121.914996202,0.0,0.0
895,2007,776054.9245419569,6454121.914996202,0.0,0.0
896,2007,776054.9245419569,6454121.914996202,1.0,0.0
897,2009,778200.9053912064,6454389.208692347,0.0,0.0
898,1978,777564.7178222543,6453828.230853084,1.0,0.0
899,1982,773285.4043595062,6449502.046550625,1.0,0.0
900,1988,775515.2075836312,6442749.858513027,1.0,0.0
901,1988,783349.7345801538,6440712.213148592,1.0,0.0
902,1991,776621.655779311,6452856.102876189,1.0,0.0
903,1989,780413.1075393839,6446034.393715978,0.0,0.0
904,2005,780419.8197210253,6446780.31141743,0.0,0.0
905,1988,784934.8502691633,6443184.267458035,0.0,1.0
906,1992,525745.0629966096,6424235.150983254,0.0,0.0
907,2007,557430.767528457,6416200.897156218,0.0,0.0
908,1982,548883.0949454185,6415674.750801277,0.0,0.0
909,1992,564451.979483107,6411001.9396315655,0.0,0.0
910,1990,574694.096474659,6423720.108596216,1.0,0.0
911,2008,571122.1707345753,6416374.390698222,0.0,0.0
912,2004,585431.2058066137,6417423.695224719,0.0,0.0
913,1988,601939.8968135042,6423400.282515418,0.0,0.0
914,2008,603439.5826006691,6419680.063095335,0.0,0.0
915,1989,612180.517543209,6427436.929505793,0.0,0.0
916,2012,606699.7817330473,6418610.800204869,0.0,0.0
917,2004,593716.16438078,6397258.244085568,0.0,0.0
918,2001,617163.796423362,6408171.726984493,1.0,0.0
919,2002,617163.796423362,6408171.726984493,0.0,0.0
920,2004,615918.5508914432,6391875.450538014,0.0,0.0
921,1987,691609.8884619137,6762833.262824915,1.0,0.0
922,1982,702746.9158163912,6756740.178752499,1.0,0.0
923,1986,704190.8376360906,6759616.73926343,0.0,0.0
924,1973,714037.889148235,6764337.825989545,1.0,0.0
925,1979,708727.5454604602,6752593.293660939,1.0,0.0
926,1980,708747.8135303615,6753562.0118399765,0.0,0.0
927,1980,710423.8053460433,6766685.961797626,1.0,0.0
928,1980,710423.8053460433,6766685.961797626,1.0,0.0
929,1982,707162.653919332,6762725.733729467,1.0,0.0
930,1983,707361.0074064176,6752680.800233864,0.0,0.0
931,1987,708837.1466092989,6761366.51160237,1.0,0.0
932,2004,707076.2174576024,6760600.736173844,1.0,0.0
933,2001,707092.0109342417,6760607.86066,0.0,0.0
934,2004,707092.0109342417,6760607.86066,1.0,0.0
935,2002,707092.0109342417,6760607.86066,0.0,0.0
936,1974,711992.4458453578,6763616.214631036,1.0,0.0
937,2002,707099.5457214068,6760562.064746424,1.0,0.0
938,2005,707131.7718576826,6760620.664629054,1.0,0.0
939,2011,707975.383992606,6755067.243698758,0.0,0.0
940,1974,715331.0739323769,6766705.215662432,0.0,0.0
941,1974,715031.3665022167,6762927.876624784,1.0,0.0
942,1974,707681.0473533443,6761627.2995893685,0.0,0.0
943,1974,707680.9205964478,6761629.462875339,1.0,0.0
944,1975,715012.4444115738,6761946.636887321,1.0,0.0
945,1977,706619.0745280334,6759786.824246311,1.0,0.0
946,1975,715254.7803145379,6743532.0438044,1.0,0.0
947,1975,717013.9329244213,6739923.230391968,0.0,0.0
948,1976,716648.3485887386,6744952.456726193,1.0,1.0
949,1978,714681.5802098325,6733906.262463643,1.0,0.0
950,1984,717179.3722255614,6736347.948440127,0.0,0.0
951,1982,709191.2358128218,6740235.65207968,0.0,0.0
952,1984,709430.5113695246,6746320.84672414,0.0,0.0
953,1981,716063.6201759228,6731975.661849104,1.0,0.0
954,1982,711187.2550826665,6726136.000763756,1.0,0.0
955,1989,714173.9861527272,6731700.959176758,1.0,1.0
956,1985,718185.1436986957,6711216.668812306,0.0,0.0
957,1979,621139.4006953157,6423041.637140655,0.0,0.0
958,2009,624433.610539521,6424485.17027687,1.0,0.0
959,2009,624433.610539521,6424485.17027687,1.0,0.0
960,2009,624433.610539521,6424485.17027687,0.0,0.0
961,2009,620007.4479214464,6429077.974795662,0.0,0.0
962,2009,620007.4479214464,6429077.974795662,1.0,0.0
963,2012,622498.4217160918,6415963.047845287,0.0,0.0
964,2012,622258.133862186,6415859.43799881,1.0,0.0
965,2012,622258.133862186,6415859.43799881,1.0,0.0
966,2012,622258.133862186,6415859.43799881,1.0,0.0
967,2013,625029.8330651693,6412740.775459644,1.0,0.0
968,2013,621805.0382394246,6420377.986838616,0.0,0.0
969,2014,621805.0382394246,6420377.986838616,0.0,0.0
970,1982,626876.9121661036,6421046.071578884,0.0,0.0
971,2002,621569.1439299322,6415059.106374291,1.0,0.0
972,2002,622095.3015292246,6412444.942844022,1.0,0.0
973,2003,625006.3066990417,6417723.3243424585,1.0,0.0
974,2003,625006.3066990417,6417723.3243424585,0.0,0.0
975,2007,623250.8465593024,6427881.936284054,1.0,0.0
976,2007,623250.8465593024,6427881.936284054,1.0,0.0
977,2008,624898.4924723371,6421172.24250578,1.0,0.0
978,2008,624898.4924723371,6421172.24250578,1.0,0.0
979,2009,622477.4200190143,6426974.253059537,1.0,0.0
980,2009,622477.4200190143,6426974.253059537,1.0,0.0
981,2009,622477.4200190143,6426974.253059537,1.0,0.0
982,2009,622477.4200190143,6426974.253059537,1.0,0.0
983,2009,623578.3742173598,6421735.219475328,1.0,0.0
984,1981,640586.7938853409,6420038.927466048,1.0,0.0
985,1982,641422.2699303528,6421299.369846747,1.0,0.0
986,1983,638447.5961914605,6418709.88710765,1.0,0.0
987,1984,638773.5347527356,6417490.195065568,0.0,0.0
988,1984,633515.484803736,6421977.946056776,1.0,0.0
989,1984,636861.7033730466,6421918.619867895,0.0,0.0
990,1984,642156.5001030213,6419110.340847094,1.0,0.0
991,1985,642156.5001030213,6419110.340847094,1.0,0.0
992,2008,640838.304748338,6412778.036077658,1.0,0.0
993,2010,641358.6851736146,6414414.613122814,1.0,0.0
994,2010,634460.8636967068,6430580.632649142,0.0,0.0
995,1978,648011.5204670014,6423029.741311768,0.0,0.0
996,1982,648662.0250644088,6420224.154339796,1.0,0.0
997,1984,643552.6565935018,6420273.067865237,1.0,0.0
998,1984,652599.0346822513,6414934.887469248,1.0,0.0
999,1984,644105.7978436999,6418990.257159752,1.0,0.0
1000,1996,649674.7653621691,6419824.78151733,0.0,0.0
1001,1975,657283.0666304203,6418835.61624112,1.0,0.0
1002,2011,656808.9458301963,6414026.573569787,1.0,0.0
1003,2011,656808.9458301963,6414026.573569787,1.0,0.0
1004,2011,656808.9458301963,6414026.573569787,1.0,0.0
1005,2012,660140.7949100406,6417893.32898705,0.0,0.0
1006,1984,663582.921238462,6415521.089457798,0.0,0.0
1007,1997,662499.045962901,6421877.76972122,0.0,0.0
1008,2005,655118.7794760058,6418107.744296387,1.0,0.0
1009,2005,655118.7794760058,6418107.744296387,0.0,0.0
1010,2010,658059.2608485612,6417557.740493513,1.0,0.0
1011,1989,663822.7260282699,6430835.745809074,0.0,1.0
1012,1991,656093.2209257814,6421860.229002557,1.0,0.0
1013,1998,655648.247503855,6430527.934553388,1.0,1.0
1014,2000,654428.1589721837,6430743.052278081,1.0,1.0
1015,1981,677083.0299537844,6421858.478801598,1.0,0.0
1016,2006,677382.5052176983,6424744.25960767,1.0,0.0
1017,2006,677382.5052176983,6424744.25960767,1.0,0.0
1018,2006,677382.5052176983,6424744.25960767,0.0,0.0
1019,2013,671300.6730698668,6422823.08259687,1.0,0.0
1020,1983,672632.7696615173,6423187.401499773,0.0,0.0
1021,1987,669154.9876363198,6426789.087133769,0.0,0.0
1022,2007,674891.2655438613,6431672.618036548,0.0,0.0
1023,1988,668835.1834965171,6419349.671084515,1.0,0.0
1024,1996,671375.4891994973,6431437.039341924,1.0,0.0
1025,2001,671336.0156583571,6414616.089666504,0.0,1.0
1026,1980,622938.2774014905,6406209.011212642,0.0,0.0
1027,1986,624846.5520336701,6409764.468738666,1.0,0.0
1028,2001,620049.0939161456,6408676.734620409,1.0,0.0
1029,2001,620049.0939161456,6408676.734620409,1.0,0.0
1030,2002,620168.7850109851,6410757.984192954,1.0,0.0
1031,2002,620168.7850109851,6410757.984192954,1.0,0.0
1032,2002,622174.8668871265,6411328.320764706,1.0,0.0
1033,2002,622107.382171829,6407068.380685799,1.0,0.0
1034,2010,620083.50399585,6406426.249582691,0.0,0.0
1035,1978,634047.1629717506,6408810.85900538,0.0,1.0
1036,1984,639948.6751291435,6412158.018039872,0.0,0.0
1037,2012,640185.9917673803,6407778.155899834,0.0,0.0
1038,1990,633640.7733202145,6407396.535661187,0.0,0.0
1039,2003,637980.573544844,6411817.021949715,0.0,0.0
1040,2006,631658.3551077914,6411379.045531769,0.0,0.0
1041,2003,640157.9777392468,6400702.205286136,0.0,0.0
1042,1982,649006.6947963266,6409120.049532191,0.0,0.0
1043,1984,652138.8355083541,6405133.761838071,1.0,0.0
1044,1985,647899.6271276901,6397391.520687389,0.0,0.0
1045,1978,659524.0347768496,6407208.575307275,0.0,0.0
1046,1981,658092.4496917941,6404488.011627744,1.0,0.0
1047,1982,663094.3198702438,6409165.183736881,0.0,0.0
1048,1998,660343.1806695712,6394856.129424743,0.0,0.0
1049,1998,660345.0891155107,6394864.471380416,0.0,0.0
1050,1973,670645.1980656211,6409337.482156207,0.0,0.0
1051,1976,669954.4497119451,6395357.327731257,0.0,0.0
1052,1985,672314.225052305,6402176.097917466,0.0,0.0
1053,1997,669991.498882242,6396695.901376828,0.0,0.0
1054,2004,676146.9060668444,6395698.5622735005,0.0,0.0
1055,2004,626471.5737917614,6391767.715455692,0.0,0.0
1056,1983,639448.2281727097,6393184.58562315,0.0,0.0
1057,1985,637310.8394854399,6393597.313939107,1.0,0.0
1058,1986,632336.8394761335,6381856.700098527,0.0,0.0
1059,1986,674701.4553525774,6383716.511968929,0.0,0.0
1060,1998,678378.2408877896,6390149.536244132,0.0,0.0
1061,1974,664611.3341681277,6361372.315542798,0.0,0.0
1062,1996,674159.1193813728,6360526.772572377,0.0,0.0
1063,1998,676994.1624802841,6349559.977957958,0.0,0.0
1064,1980,627431.2703227293,6860552.23517343,0.0,0.0
1065,1985,641757.7834835594,6868336.876939806,0.0,0.0
1066,1985,641756.3256398172,6868336.816169115,0.0,0.0
1067,1980,612565.2843978957,6841273.727474637,0.0,0.0
1068,1980,640063.1165237412,6850503.56878397,0.0,0.0
1069,1985,619695.8896442576,6835034.816572546,1.0,0.0
1070,1974,677728.7835423122,6421438.240803817,1.0,0.0
1071,1975,681250.4051123318,6421940.312463472,1.0,0.0
1072,1976,679566.6069464344,6421939.139101836,1.0,0.0
1073,1976,677548.8991538857,6425692.125838709,0.0,0.0
1074,1984,686470.516144823,6431086.223146871,1.0,0.0
1075,1990,677666.303838685,6426606.378667995,0.0,0.0
1076,1991,684018.9133729405,6432299.872569941,0.0,0.0
1077,2001,686161.7330822594,6421909.543018834,1.0,1.0
1078,2002,686862.6078441248,6431180.242492775,1.0,0.0
1079,2002,686862.6078441248,6431180.242492775,1.0,0.0
1080,2002,686862.6078441248,6431180.242492775,0.0,0.0
1081,2015,688050.1223414431,6427114.303466593,1.0,0.0
1082,2015,688047.4809398205,6427130.665562962,1.0,0.0
1083,2012,688807.9696392859,6432664.859728199,0.0,0.0
1084,1994,685346.7279946385,6417791.715903057,0.0,0.0
1085,1975,693163.9762273573,6424469.295304398,1.0,0.0
1086,2005,692736.6603668901,6430241.146502304,0.0,0.0
1087,1975,698418.471356119,6426694.063274008,0.0,1.0
1088,1976,695806.6617011946,6424408.800333383,1.0,0.0
1089,1977,697519.718256645,6428567.179916691,0.0,1.0
1090,1979,692185.9825944634,6425525.499970317,1.0,0.0
1091,1979,689668.4700382852,6429651.661161237,0.0,0.0
1092,1985,693608.374953719,6423685.65724204,1.0,0.0
1093,1989,696896.2144027497,6431832.546815565,1.0,0.0
1094,1997,695316.2343316192,6421942.020422571,0.0,0.0
1095,2015,698998.6806916185,6427218.598261941,0.0,1.0
1096,1973,705084.6873120589,6428378.443605087,1.0,0.0
1097,1975,712664.087074385,6429952.113645469,0.0,0.0
1098,1985,705092.7588029625,6425460.22486271,0.0,1.0
1099,2000,707821.3827116227,6424710.955364038,0.0,1.0
1100,1981,707689.5359606567,6428782.633597243,0.0,0.0
1101,1996,702421.4982079685,6419386.29875471,1.0,0.0
1102,1997,710601.9223600947,6430506.822603815,0.0,0.0
1103,2013,705124.207009298,6430371.074415348,1.0,1.0
1104,1982,715458.7793258068,6419432.647720042,0.0,0.0
1105,1985,722883.651367041,6421562.142027344,0.0,0.0
1106,1985,718015.8177301366,6426342.511922241,0.0,0.0
1107,1991,721888.8217805575,6432927.866604387,1.0,0.0
1108,1992,715678.1804598538,6433197.627157109,0.0,0.0
1109,2005,717419.8856302314,6422317.060271204,0.0,0.0
1110,1989,732264.1361579983,6435267.753842837,1.0,0.0
1111,2005,729110.1935440906,6431852.20626542,1.0,0.0
1112,2006,729110.1935440906,6431852.20626542,0.0,1.0
1113,2005,729110.1935440906,6431852.20626542,0.0,1.0
1114,2005,729110.1935440906,6431852.20626542,0.0,1.0
1115,1988,734595.1543282355,6421134.613032076,0.0,0.0
1116,1989,734028.8034460566,6427477.902885496,0.0,0.0
1117,1991,733147.4600580407,6429870.819097335,0.0,0.0
1118,1999,729680.8048951244,6418106.390255949,0.0,0.0
1119,2019,730200.2989110134,6431893.790469369,0.0,1.0
1120,1977,684839.2807018713,6413703.822031247,0.0,0.0
1121,1978,678404.544391192,6410624.225156881,1.0,0.0
1122,1989,682492.3783355076,6407993.543671769,0.0,0.0
